time,algoritimo,server,carId, CoordX, CoordY, idObj,SizeObj,obDetect,prioridadeVideo,deadline,coordObjX,coordObjY
70768,2,server2,5,833608,770.2,709,1.45666,2,1,73,571.27,670324
70768,2,server2,5,833608,770.2,710,1.50214,2,1,73,887007,494916
70894,2,server2,19,776.6,863628,711,0.402075,2,2,142,848275,704263
70896,2,server2,19,776.6,863628,712,0.974661,2,2,142,816555,843487
71242,2,server2,0,917232,779.8,713,1.12355,2,2,121,710539,728697
71458,2,server2,9,939652,770.2,710,492,1,2,142,923813,953116
71568,2,server2,9,927855,770.2,711,1.27007,2,2,142,1080.22,523506
71589,2,server2,9,916068,770.2,712,0.852218,2,2,147,697018,576.98
71971,2,server2,23,779.8,925.79,713,1.19741,2,2,133,624264,1064.05
72018,2,server2,27,776.6,904708,714,1.19685,2,2,107,667312,1189.38
72161,2,server2,0,931.17,779.8,715,0.675133,2,2,142,1132.29,605393
72167,2,server2,0,931.17,779.8,713,0.827251,2,2,142,754031,486949
72444,2,server2,8,898816,776.6,714,0.447718,2,1,94,955818,981111
72545,2,server2,23,779.8,911851,715,0.926392,2,1,102,597422,1189.19
72.72,2,server2,8,898816,776.6,716,0.685943,2,1,94,703945,835076
72962,2,server2,8,913608,776.6,715,1.18171,2,2,107,740959,995866
72962,2,server2,8,913608,776.6,716,1.81948,2,2,107,808.47,811.13
73154,2,server2,8,931699,776.6,717,0.470018,2,1,94,962399,1052.99
73419,2,server2,29,1110.42,773.4,717,0.469382,2,1,88,956634,580049
73445,2,server2,29,1095.24,773.4,716,1.1351,2,1,93,978891,1063.48
73526,2,server2,0,945.12,779.8,717,1.95987,2,0,71,1141.76,481983
73535,2,server2,0,945.12,779.8,716,1.97156,2,0,71,1238.19,827932
73758,2,server2,0,959074,779.8,717,0.678929,2,1,86,889876,494109
73759,2,server2,0,973032,779.8,716,0.961316,2,2,134,776085,748014
73942,2,server2,13,1101.9,770.2,717,1.78923,2,2,137,1228.76,944136
73942,2,server2,13,1101.9,770.2,718,2.31324,1,2,137,867253,504144
74041,2,server2,29,1080.08,773.4,719,0.751598,1,2,151,1347.26,768166
74201,2,server2,8,938267,776.6,720,0.56915,2,1,94,999.92,848737
74746,2,server2,21,1406.64,770.2,714,1.40033,2,2,96,1261.15,552865
74784,2,server2,13,1091.34,770.2,714,1.08893,2,2,113,1266.02,770063
74843,2,server2,21,1405.38,770.2,715,1.7503,2,2,96,1654.2,1013.96
75474,2,server2,29,1064.92,773.4,716,2.17923,2,2,123,923428,646.68
75534,2,server2,29,1049.74,773.4,715,0.594641,2,2,119,1200.86,553784
75867,2,server2,0,986973,779.8,716,0.475546,2,1,99,969.25,880679
76076,2,server2,8,946489,776.6,717,0.773099,1,1,87,923775,548195
76079,2,server2,8,946489,776.6,718,1.21236,2,1,87,1140.78,899655
76144,2,server2,8,962952,776.6,719,1.37949,2,2,143,751648,769614
76394,2,server2,16,860763,776.6,718,0.624093,2,1,97,690559,921715
76456,2,server2,8,979412,776.6,716,1.17724,2,1,76,822065,961312
76496,2,server2,8,982703,776.6,716,1.64116,2,1,76,771191,1011.63
76.57,2,server2,8,995856,776.6,717,1.39385,2,2,133,1274.5,881159
76654,2,server2,1,795452,770.2,718,1.26318,2,1,90,559.55,958466
76681,2,server2,1,794155,770.2,719,1.52358,2,1,90,589301,798747
76821,2,server2,8,1012.32,776.6,720,0.576606,2,2,155,849755,567368
76821,2,server2,8,1012.32,776.6,719,0.757627,2,2,155,1081.3,963951
76903,2,server2,8,1028.76,779.8,720,1.5075,2,2,132,1314.75,751008
77265,2,server2,2,770.2,763599,721,0.508837,2,1,102,834804,941768
77472,2,server2,2,770.2,763599,718,0.511106,2,1,98,856223,997.37
77472,2,server2,2,770.2,763599,717,0.514856,2,1,98,1061.38,979459
77491,2,server2,2,770.2,763599,718,0.782933,2,1,98,764073,1061.14
77491,2,server2,2,770.2,763599,719,0.806404,2,1,102,513632,864501
77491,2,server2,2,770.2,763599,720,1.01757,2,1,88,800723,785833
77491,2,server2,2,770.2,763599,721,1.2783,2,1,75,632811,815601
77491,2,server2,2,770.2,763599,722,1.3197,2,1,96,1013.07,629164
77491,2,server2,2,770.2,763599,723,1.39578,2,1,92,640735,979914
77491,2,server2,2,770.2,763599,724,1.67684,2,1,88,636199,546539
77491,2,server2,2,770.2,763599,725,1.84354,2,1,97,771537,1025.2
77491,2,server2,2,770.2,763599,726,2.1368,2,1,75,660772,786.69
77492,2,server2,2,770.2,763599,727,0.434748,2,2,153,709364,974551
77492,2,server2,2,770.2,763599,728,0.454344,2,2,138,903989,494505
77492,2,server2,2,770.2,763599,729,0.457925,2,2,153,924762,697.56
77492,2,server2,2,770.2,763599,730,0.479852,2,2,138,1040.88,708385
77492,2,server2,2,770.2,763599,731,0.52978,2,2,154,712168,783559
77492,2,server2,2,770.2,763599,732,1.1198,2,2,152,881549,632995
77492,2,server2,2,770.2,763599,733,1.43976,2,2,145,782644,677558
77492,2,server2,2,770.2,763599,734,1.75963,2,2,152,884402,923135
77845,2,server2,16,865011,776.6,735,0.801861,2,1,86,1026.92,611412
77848,2,server2,29,1034.82,773.4,736,0.45095,2,2,145,999379,639195
77848,2,server2,29,1034.82,773.4,737,1.57266,2,2,145,833836,801526
77855,2,server2,16,865011,776.6,738,0.881015,2,1,101,1099.14,1057.86
78233,2,server2,0,1000.92,779.8,739,1.9388,2,2,154,1133.89,1050.38
78477,2,server2,27,776.6,889348,738,0.662645,2,1,100,627497,681243
78484,2,server2,27,776.6,889348,738,1.46572,2,1,100,627564,1126.52
78539,2,server2,29,1020.39,773.4,739,1.80288,2,2,107,1150.78,872.34
78573,2,server2,29,1006.37,773.4,739,1.0437,2,1,93,876314,903124
78573,2,server2,29,992629,773.4,740,0.871039,2,2,122,1282.34,887.38
78725,2,server2,29,979155,773.4,741,1.05051,2,2,146,875471,643393
78725,2,server2,29,979155,773.4,742,1.19005,2,2,146,1015.46,570977
78897,2,server2,1,783803,770.2,743,0.493649,1,1,71,555917,693687
78897,2,server2,1,783803,770.2,744,0.666759,2,1,71,541839,928.76
79292,2,server2,23,779.8,896543,745,0.580782,2,1,92,1076.17,724765
79298,2,server2,23,779.8,884009,742,2.06233,2,2,114,613027,965977
79318,2,server2,23,779.8,870063,743,0.647814,2,1,90,991826,1167.67
79319,2,server2,23,779.8,868666,744,0.91138,2,1,90,719772,1150.06
79332,2,server2,23,779.8,856.13,745,0.89248,2,0,78,783025,601491
79348,2,server2,16,865011,776.6,746,1.12758,2,1,86,676.46,805494
79348,2,server2,16,865011,776.6,747,0.486359,2,2,121,766534,1070.88
79348,2,server2,23,779.8,842459,748,0.76188,2,1,95,1030.87,1005.15
79348,2,server2,23,779.8,841196,749,1.22072,1,1,95,532.05,987338
79353,2,server2,16,865011,776.6,750,0.538827,2,2,138,811705,762114
79.36,2,server2,23,779.8,831147,751,0.404305,2,1,86,716725,1017.03
79361,2,server2,23,779.8,831147,752,0.405671,1,1,86,516291,897912
79363,2,server2,16,865011,776.6,753,0.701653,2,2,124,917162,694387
79373,2,server2,16,865011,776.6,754,0.938843,2,2,124,1040.77,785965
79374,2,server2,23,779.8,822525,755,1.02871,2,2,133,729925,1106.19
79374,2,server2,23,779.8,822525,756,1.49068,2,2,133,755864,549083
79383,2,server2,16,865011,776.6,757,1.11652,2,2,162,694617,561615
79392,2,server2,23,779.8,816449,758,1.40805,2,2,123,1055.23,710.6
79398,2,server2,16,865011,776.6,759,1.52337,2,2,162,984601,988794
79421,2,server2,23,779.8,812618,760,0.571787,2,2,149,770885,615184
79467,2,server2,8,1045.21,779.8,761,0.758026,2,2,126,983535,543534
79652,2,server2,21,1394.03,770.2,762,0.572104,2,2,110,1210.09,542346
80259,2,server2,8,1061.65,779.8,763,1.43732,2,1,101,1022.14,876198
80299,2,server2,8,1078.09,779.8,763,0.476213,1,0,76,1054.72,1042.9
80344,2,server2,23,779.8,810519,764,0.61472,2,1,111,853677,683875
80345,2,server2,23,779.8,810519,765,1.9191,2,1,111,502403,693322
80409,2,server2,2,770.2,763599,766,0.454683,2,2,127,834003,569.45
80415,2,server2,2,770.2,763599,767,0.963134,2,2,127,778207,630867
81167,2,server2,23,779.8,809538,768,0.527439,2,2,136,861539,1013.2
81167,2,server2,23,779.8,809538,763,0.733637,2,2,136,505311,959.1
81372,2,server2,21,1392.77,770.2,764,1.12204,2,2,110,1196,896055
81536,2,server2,16,872.09,776.6,761,0.455401,2,1,111,794282,978568
81648,2,server2,27,776.6,873.98,762,0.490147,1,2,117,1017.48,1154.49
81655,2,server2,27,776.6,873.98,763,0.628127,1,2,117,870347,1061.1
82021,2,server2,27,776.6,858629,764,0.601831,2,2,132,797876,803.01
82021,2,server2,27,776.6,858629,764,0.608943,2,2,132,669.5,910943
82216,2,server2,27,776.6,843261,765,1.98732,2,0,77,851.53,645224
82217,2,server2,27,776.6,829407,766,1.41074,2,1,107,684373,1054.41
82218,2,server2,27,776.6,822668,767,1.5478,2,1,107,689035,620742
82219,2,server2,27,776.6,817933,768,1.05543,1,2,153,842564,1071.14
82221,2,server2,27,776.6,811281,769,1.7454,2,2,132,826849,894408
82521,2,server2,27,776.6,806401,770,0.755199,2,0,79,749883,751111
82648,2,server2,27,776.6,803628,770,2.62806,2,2,163,686644,948708
82651,2,server2,27,776.6,802287,771,0.953984,2,1,98,704.97,1088.29
82752,2,server2,27,776.6,801.8,772,1.10417,2,1,98,941916,938058
82781,2,server2,27,776.6,801727,773,0.427033,2,1,101,836422,509511
82.94,2,server2,0,1014.86,779.8,774,0.74633,2,1,92,1147.58,986564
83194,2,server2,27,776.6,801.52,775,0.429402,2,2,120,621177,605376
83259,2,server2,29,965899,773.4,766,0.428907,2,2,126,829362,880.38
83263,2,server2,29,952758,773.4,766,0.701694,2,2,118,1149.82,858548
83265,2,server2,29,939761,773.4,767,0.572208,2,2,130,1202.78,1016.5
83266,2,server2,29,926.86,773.4,768,0.405015,1,1,99,942225,920888
83545,2,server2,23,779.8,809138,769,0.521701,2,2,149,1079.57,627891
83548,2,server2,23,779.8,809138,770,1.7875,2,2,149,592759,737488
83851,2,server2,23,779.8,808.99,771,0.405791,2,2,127,949167,701111
83851,2,server2,23,779.8,808.99,772,0.420413,2,2,127,873901,770893
84123,2,server2,27,776.6,801445,773,1.54617,2,1,112,513901,641624
84129,2,server2,23,779.8,808936,774,0.608453,1,1,114,662597,872264
84329,2,server2,21,1381.45,770.2,774,0.407194,2,2,86,1581.18,1034.32
84428,2,server2,2,770.2,763599,771,0.782723,2,2,118,810356,517663
85324,2,server2,24,895709,779.8,770,0.40971,2,1,107,763829,504.24
85343,2,server2,23,779.8,808916,766,0.404663,2,2,151,911624,871.67
85343,2,server2,23,779.8,808916,766,0.541775,2,2,151,809276,534376
85344,2,server2,27,776.6,801415,767,0.555313,2,1,100,487524,656709
85439,2,server2,27,776.6,801414,768,1.4541,2,1,100,1047.85,777356
85751,2,server2,21,1380.19,770.2,769,0.414631,1,2,86,1159.3,865652
85822,2,server2,8,1094.54,779.8,770,0.671096,1,2,161,844.47,724267
85822,2,server2,8,1094.54,779.8,771,1.5828,2,2,161,1167.06,938796
86038,2,server2,9,904.27,770.2,772,1.76522,1,1,76,857024,970257
86.05,2,server2,9,890.09,770.2,770,0.483081,2,0,68,1159.86,554225
86178,2,server2,8,1112.63,779.8,771,0.541666,1,2,165,1017.26,793336
86178,2,server2,8,1115.92,779.8,769,0.682487,2,2,165,1135.05,595.76
86196,2,server2,27,776.6,801408,770,0.476873,2,2,122,636388,903989
86226,2,server2,24,900.25,779.8,771,0.416058,1,1,107,1102.97,866951
86226,2,server2,24,900.25,779.8,772,0.420027,2,2,126,769084,643355
86256,2,server2,24,900.25,779.8,773,0.421591,2,2,137,722092,565695
86256,2,server2,24,900.25,779.8,774,0.945701,2,2,121,583588,640109
86256,2,server2,24,900.25,779.8,775,1.0242,2,2,161,869477,684434
86256,2,server2,24,900.25,779.8,776,1.09594,2,2,161,805003,547271
86256,2,server2,24,900.25,779.8,777,1.13253,2,2,140,679058,636342
86512,2,server2,23,779.8,808908,778,0.853211,2,2,158,760605,875.9
86588,2,server2,27,776.6,801407,778,0.540372,2,2,122,612928,895462
87128,2,server2,27,776.6,801405,779,0.545617,2,1,120,766074,698503
87128,2,server2,27,776.6,801405,778,0.59406,2,1,120,808171,1017.43
87.13,2,server2,23,779.8,808906,779,2.12642,2,1,98,1030.07,903033
87.13,2,server2,23,779.8,808906,780,2.43264,2,1,98,997.84,866839
87217,2,server2,16,886225,776.6,781,1.31766,2,2,141,819259,631401
88099,2,server2,8,1127.43,779.8,780,0.432992,2,1,103,1189.28,872266
88099,2,server2,8,1127.43,779.8,777,0.522666,2,1,103,1132.29,692513
88144,2,server2,27,776.6,801404,778,0.553867,2,1,97,1055.78,1043.87
88359,2,server2,23,779.8,808905,777,0.890602,2,0,91,623074,887039
88362,2,server2,23,779.8,808905,776,0.935957,2,0,91,624516,870076
88597,2,server2,6,773.4,763599,777,0.442952,2,1,99,963.86,721.56
88677,2,server2,2,770.2,763599,777,0.657309,1,1,88,658641,692069
88677,2,server2,2,770.2,763599,778,1.90149,2,1,88,677035,1015.82
88943,2,server2,21,1368.85,770.2,779,2.29963,2,2,120,1332.35,941965
88953,2,server2,24,909336,779.8,780,0.565954,2,2,131,1155.25,857334
88953,2,server2,24,909336,779.8,781,1.68536,1,2,131,831493,647.45
89137,2,server2,23,779.8,808904,782,0.428633,2,2,170,906041,936796
89137,2,server2,23,779.8,808904,783,0.59143,2,2,170,897434,898967
89139,2,server2,27,776.6,801403,784,0.565842,2,0,92,674.79,1031.88
89.14,2,server2,27,776.6,801403,785,1.33692,2,0,92,932561,793527
89285,2,server2,29,914027,773.4,786,0.866414,2,2,129,942541,1071.25
89286,2,server2,29,914027,773.4,786,1.10934,2,2,129,1142.39,779174
89395,2,server2,29,901249,773.4,787,1.51989,2,0,77,667008,537734
90159,2,server2,16,900377,776.6,788,1.14127,2,2,132,1140.98,1060.34
90195,2,server2,16,915265,776.6,787,0.78024,2,2,143,1067.07,727011
90276,2,server2,27,776.6,801403,787,0.407621,2,2,166,601.21,596239
90298,2,server2,27,776.6,801403,788,1.82961,2,2,166,500.98,664269
90515,2,server2,23,779.8,808904,789,0.577291,1,1,110,833149,824.3
90515,2,server2,23,779.8,808904,786,1.02051,2,1,110,882499,799611
91139,2,server2,23,779.8,808887,787,0.769991,2,2,128,938.13,644074
91152,2,server2,23,779.8,808887,778,1.44341,2,2,128,1045.81,599335
91572,2,server2,24,924467,779.8,778,0.405362,2,2,174,651478,807242
91572,2,server2,24,924467,779.8,777,0.428533,2,2,174,1184.58,708442
91993,2,server2,19,776.6,848782,778,0.438707,2,0,68,960811,1000.45
91994,2,server2,19,776.6,848782,776,0.449314,2,0,68,764917,1105.23
92096,2,server2,12,1104.08,779.8,777,0.613362,2,1,107,871194,703975
92157,2,server2,11,779.8,945287,777,1.51311,2,2,108,845964,1184.63
92266,2,server2,11,779.8,932194,776,0.589444,2,2,118,861156,894549
92628,2,server2,11,779.8,919087,775,0.718919,2,2,146,880315,709117
92628,2,server2,11,779.8,919087,776,1.10543,2,2,146,671716,939884
92818,2,server2,16,930223,776.6,777,0.498395,1,2,136,968134,749.12
92954,2,server2,16,945176,776.6,776,1.25088,2,2,146,1005.72,545225
92957,2,server2,16,960151,776.6,777,1.78127,2,2,155,983644,1068.78
92992,2,server2,16,975135,776.6,778,1.32555,2,1,93,712053,575114
93099,2,server2,0,1028.81,779.8,779,1.77073,2,2,146,945926,502124
93392,2,server2,16,990105,776.6,780,2.35585,2,1,106,1004.45,862351
93393,2,server2,16,1005.05,776.6,775,0.683662,2,1,115,1204.69,692854
93393,2,server2,16,1005.05,776.6,776,0.787169,2,1,115,1224.24,842716
93395,2,server2,16,1020.02,776.6,777,2.27903,2,1,108,1020.35,827503
93544,2,server2,24,939593,779.8,778,0.638849,2,0,89,950746,538668
93579,2,server2,5,820.08,770.2,778,0.605433,2,1,71,791827,581409
93579,2,server2,5,820.08,770.2,779,0.995519,2,1,71,812789,523889
93965,2,server2,13,1080.76,770.2,780,1.26602,2,2,117,1073.97,696472
94.55,2,server2,9,880659,770.2,777,1.82558,2,2,126,1150.76,819309
94552,2,server2,0,1042.75,779.8,774,0.795884,2,0,80,1121.16,979702
94.68,2,server2,9,868853,770.2,775,0.420527,2,1,90,1136.61,657939
94682,2,server2,9,865309,770.2,776,0.449274,2,1,90,641736,905.1
94703,2,server2,9,857044,770.2,777,1.55782,2,2,132,1100.41,1010.65
94878,2,server2,11,779.8,906011,778,1.76458,2,2,108,950713,894822
94957,2,server2,0,1056.68,779.8,779,1.41584,2,0,81,847536,870195
95101,2,server2,11,779.8,892903,780,1.46175,2,1,89,801.28,892209
95101,2,server2,11,779.8,892903,780,2.26723,2,1,89,525923,934.84
95128,2,server2,2,770.2,763599,781,1.27477,2,2,119,491958,712.03
95168,2,server2,11,779.8,878479,780,1.04301,2,2,138,732783,1049.42
95241,2,server2,28,1014.17,779.8,778,0.685444,2,2,151,859115,1060.84
95.29,2,server2,24,954714,779.8,779,1.56684,2,2,130,1165.96,594044
95301,2,server2,24,969.84,779.8,780,0.602362,2,2,169,687521,890207
95.7,2,server2,11,779.8,866686,781,0.84679,2,2,142,930846,909434
95703,2,server2,11,779.8,853591,780,1.4325,2,2,131,774849,790315
95729,2,server2,11,779.8,840471,781,1.28474,2,2,123,982307,917073
96662,2,server2,2,770.2,763599,782,0.577362,2,2,143,539565,650317
96666,2,server2,2,770.2,763599,776,2.10036,2,2,122,638203,808471
96682,2,server2,2,770.2,763599,777,0.572534,2,2,154,546841,726404
96.8,2,server2,2,770.2,763599,778,1.27538,2,1,114,835879,907.97
96.8,2,server2,2,770.2,763599,777,2.08451,1,1,114,686503,992729
96802,2,server2,2,770.2,763599,778,2.15505,2,1,103,867593,836144
97326,2,server2,3,779.8,928051,779,0.792108,1,2,114,527758,1085.03
97326,2,server2,3,779.8,928051,777,0.905307,2,2,114,860375,1093.88
97395,2,server2,3,779.8,915976,778,0.420065,2,0,56,494588,722042
97539,2,server2,0,1070.64,779.8,776,0.702209,2,2,144,1037.25,879045
97594,2,server2,8,1143.88,779.8,777,0.646733,1,1,87,1288.59,649891
97645,2,server2,13,1070.21,770.2,778,1.08,2,1,85,900121,495349
97662,2,server2,13,1059.65,770.2,778,0.89338,2,2,117,961956,802875
98.05,2,server2,6,773.4,763599,779,0.512345,2,1,97,834083,647649
98.05,2,server2,6,773.4,763599,780,0.516133,2,1,99,601.05,877.57
98058,2,server2,6,773.4,763599,781,0.534821,2,1,91,479933,871732
98058,2,server2,6,773.4,763599,782,0.567291,2,1,93,1071.14,732498
98058,2,server2,6,773.4,763599,783,0.643435,2,1,93,1022.57,925595
98058,2,server2,6,773.4,763599,784,0.695024,1,1,92,1055.78,619.77
98058,2,server2,6,773.4,763599,785,0.873109,2,1,121,600184,558903
98059,2,server2,6,773.4,763599,786,1.00845,2,1,116,913673,663045
98059,2,server2,6,773.4,763599,787,1.06275,2,1,78,769112,531727
98059,2,server2,6,773.4,763599,788,1.0919,2,1,121,529931,1050.01
98059,2,server2,6,773.4,763599,789,1.13511,2,1,78,624365,746318
98059,2,server2,6,773.4,763599,790,1.34877,2,1,92,919895,801511
98059,2,server2,6,773.4,763599,791,1.36845,2,1,114,588663,682664
98059,2,server2,6,773.4,763599,792,1.76155,2,1,100,909732,1040.26
98059,2,server2,6,773.4,763599,793,1.83303,2,1,80,819513,1043.16
98059,2,server2,6,773.4,763599,794,1.89513,2,1,86,715648,870904
98059,2,server2,6,773.4,763599,795,0.422608,2,2,151,1068.89,591359
98059,2,server2,6,773.4,763599,796,0.444775,2,2,134,1033.95,793.64
98059,2,server2,6,773.4,763599,797,0.451466,2,2,163,571131,983341
98059,2,server2,6,773.4,763599,798,0.456223,2,2,151,1013.57,670.28
98059,2,server2,6,773.4,763599,799,0.604817,2,2,163,542438,654.04
98059,2,server2,6,773.4,763599,800,0.633896,2,2,117,831722,855088
98059,2,server2,6,773.4,763599,801,0.638001,2,2,134,744728,948362
98059,2,server2,6,773.4,763599,802,0.723637,2,2,146,517492,778648
98059,2,server2,6,773.4,763599,803,0.786875,2,2,149,593.91,832315
98059,2,server2,6,773.4,763599,804,1.11207,2,2,166,698.93,925.72
98059,2,server2,6,773.4,763599,805,1.31429,2,2,116,801504,1013.53
98059,2,server2,6,773.4,763599,806,1.33516,2,2,117,905871,903013
98059,2,server2,6,773.4,763599,807,1.8962,2,2,126,614518,1012.65
98059,2,server2,6,773.4,763599,808,2.19784,2,2,116,741971,519684
98157,2,server2,3,779.8,903907,809,0.984795,2,1,83,760393,770543
98199,2,server2,24,984975,779.8,810,0.575655,2,0,92,1003.15,484367
98337,2,server2,27,776.6,801281,811,1.71139,2,1,124,718629,557535
98525,2,server2,6,773.4,763599,812,1.15364,2,1,108,1067.43,690853
99052,2,server2,20,983173,779.8,813,1.28381,2,0,86,743486,772898
99078,2,server2,3,779.8,891843,814,2.32258,2,2,120,906367,785781
99122,2,server2,29,888518,773.4,815,1.32835,2,1,100,1065.75,566816
99125,2,server2,29,875007,773.4,816,2.07296,2,2,117,924.69,627925
99563,2,server2,6,773.4,763624,817,1.66514,2,2,130,934301,821298
100064,2,server2,24,1000.11,779.8,815,0.938429,2,2,177,958954,632773
100064,2,server2,24,1016.74,779.8,816,1456,2,0,93,808027,997888
100636,2,server2,16,1034.98,776.6,817,2.52798,2,2,144,916772,831.18
100637,2,server2,16,1049.95,776.6,814,2.22172,2,2,166,1270.63,747276
100637,2,server2,16,1049.95,776.6,815,2.37332,1,2,166,1017.54,554252
100695,2,server2,16,1064.9,776.6,816,1.43769,1,2,149,834899,1043.23
100703,2,server2,16,1064.9,776.6,817,2.1488,2,2,149,1102.88,1038.22
101422,2,server2,23,779.8,808509,818,1.08076,2,2,132,744503,844004
101422,2,server2,23,779.8,808509,815,1.60032,2,2,132,923.88,631236
101744,2,server2,21,1354.98,770.2,816,0.986746,2,0,38,1253.03,790.73
102096,2,server2,12,1109.71,779.8,817,0.807259,2,1,101,821145,655586
102096,2,server2,12,1109.71,779.8,818,1.2813,1,1,101,1075.09,852418
102239,2,server2,2,770.2,763599,819,0.462255,2,1,107,827.06,793357
102239,2,server2,2,770.2,763599,818,0.523761,1,1,107,828359,956758
102495,2,server2,16,1079.85,776.6,819,0.577313,2,1,99,1044.53,872284
102.5,2,server2,16,1094.81,776.6,818,1.12442,2,2,171,971884,901421
102595,2,server2,6,773.4,765405,819,1.07784,2,1,98,731.67,681941
102596,2,server2,6,773.4,768631,820,2.60572,2,1,105,954.11,873475
102636,2,server2,6,773.4,776235,821,1.59677,2,1,124,517.15,620355
102649,2,server2,3,779.8,879763,822,0.554129,2,1,79,765.37,819768
102681,2,server2,6,773.4,781738,823,0.978559,2,2,148,891002,678.74
103076,2,server2,6,773.4,791281,824,1.3175,2,2,179,855597,561567
103233,2,server2,6,773.4,802.8,824,0.847664,2,1,130,715218,963634
103236,2,server2,6,773.4,816101,822,2.16558,2,1,107,658709,1008.47
103358,2,server2,6,773.4,835603,823,0.714328,2,1,115,611814,938386
103373,2,server2,6,773.4,835603,823,0.911865,2,1,115,681183,638242
103496,2,server2,29,859906,773.4,824,0.555119,2,1,88,1078.71,634673
103587,2,server2,28,1028.22,779.8,825,0.421442,2,2,164,1162.7,921735
103587,2,server2,28,1028.22,779.8,826,0.450833,2,2,164,752913,565.04
103888,2,server2,6,773.4,843975,827,0.590261,1,2,165,689826,648499
103967,2,server2,4,1201.86,779.8,826,0.527888,2,1,113,1085.6,552861
104.37,2,server2,6,773.4,857898,827,0.412807,2,2,179,703185,585531
104.37,2,server2,6,773.4,857898,819,0.438055,2,2,179,571248,799.16
104491,2,server2,1,770875,770.2,820,2.46059,2,1,78,747484,705991
104.55,2,server2,2,770.2,763599,819,0.992064,2,2,134,480.27,866114
104.87,2,server2,6,773.4,871.81,820,0.401605,2,1,108,908175,990976
104.87,2,server2,6,773.4,871.81,821,0.472656,2,1,108,795226,643826
104874,2,server2,6,773.4,885746,822,0.404572,1,2,163,1068.05,642433
104913,2,server2,6,773.4,899659,823,0.410547,2,2,174,658519,1153.44
105104,2,server2,4,1205.49,779.8,824,0.535374,1,1,130,971.78,879457
105323,2,server2,24,1030.35,779.8,825,1.02528,2,2,130,930581,619567
105325,2,server2,24,1045.47,779.8,825,0.587769,2,1,119,1233.85,544604
105374,2,server2,24,1060.59,779.8,826,2.43497,2,1,116,1217.74,885302
105444,2,server2,4,1205.49,779.8,827,0.54101,1,1,93,659471,760688
105444,2,server2,4,1205.49,779.8,828,0.591176,2,1,103,856156,843956
105444,2,server2,4,1205.49,779.8,829,0.600184,1,1,101,1255.5,702.52
105444,2,server2,4,1205.49,779.8,830,0.623302,1,1,103,856307,928465
105454,2,server2,4,1205.49,779.8,831,0.712605,2,1,93,941395,541685
105459,2,server2,4,1205.49,779.8,832,0.736113,2,1,130,1375.5,1061.36
105469,2,server2,4,1205.49,779.8,833,0.782923,2,1,133,915896,682769
105479,2,server2,4,1205.49,779.8,834,0.971615,2,1,123,1020.17,906157
105484,2,server2,4,1205.49,779.8,835,1.00319,2,1,123,967653,590575
105494,2,server2,4,1205.49,779.8,836,1.50699,2,1,133,899313,580315
105504,2,server2,4,1205.49,779.8,837,1.91085,2,1,113,1273.2,1013.82
105509,2,server2,4,1205.49,779.8,838,2.53044,2,1,101,1035.73,1007.03
105519,2,server2,4,1205.49,779.8,839,0.407444,2,2,134,828601,1018.51
105529,2,server2,4,1205.49,779.8,840,0.442872,2,2,138,985076,824232
105534,2,server2,4,1205.49,779.8,841,0.47244,2,2,156,990668,1055.17
105544,2,server2,4,1205.49,779.8,842,0.502983,2,2,127,846691,1064.64
105549,2,server2,4,1205.49,779.8,843,0.552855,1,2,145,1223.71,687159
105559,2,server2,4,1205.49,779.8,844,0.569401,2,2,145,979076,531503
105569,2,server2,4,1205.49,779.8,845,0.575288,2,2,134,1091.19,919065
105574,2,server2,4,1205.49,779.8,846,0.664354,2,2,153,727766,727.54
105584,2,server2,4,1205.49,779.8,847,0.686974,2,2,143,1276.81,729.57
105594,2,server2,4,1205.49,779.8,848,0.703408,2,2,178,1156.3,551086
105599,2,server2,4,1205.49,779.8,849,0.736652,2,2,179,1324.57,1034.78
105609,2,server2,4,1205.49,779.8,850,0.793461,2,2,143,1146.95,604568
105614,2,server2,4,1205.49,779.8,851,0.811603,2,2,178,866243,760441
105624,2,server2,4,1205.49,779.8,852,0.849077,2,2,153,640211,751152
105634,2,server2,2,770.2,763599,853,0.489607,1,2,161,475737,487587
105634,2,server2,4,1205.49,779.8,854,0.852183,2,2,158,936051,734.98
105635,2,server2,2,770.2,763599,855,0.649146,2,2,161,939363,868553
105639,2,server2,4,1205.49,779.8,856,0.864446,2,2,156,1315.89,778.3
105649,2,server2,4,1205.49,779.8,857,0.921043,2,2,164,990277,1044.74
105659,2,server2,4,1205.49,779.8,858,0.937773,2,2,142,607433,582977
105664,2,server2,4,1205.49,779.8,859,0.98761,2,2,169,1187.84,605184
