time,algoritimo,server,carId, CoordX, CoordY, idObj,SizeObj,obDetect,prioridadeVideo,deadline,coordObjX,coordObjY,
35248,2,server1,6,770.2,386795,222,0.407232,2,1,127492,815588,239659,
37.15,2,server1,10,770.2,367971,222,0.407232,2,1,129394,815588,239659,
39179,2,server1,14,770.2,369321,222,0.407232,2,1,131423,815588,239659,
37186,2,server1,18,770.2,278063,222,0.407232,2,1,129.43,815588,239659,
35249,2,server1,26,770.2,112011,222,0.407232,2,1,127493,815588,239659,
35304,2,server1,12,307185,779.8,223,0.643762,2,2,169603,236216,502178,
38217,2,server1,16,306209,779.8,223,0.643762,2,2,172516,236216,502178,
36322,2,server1,20,196149,779.8,223,0.643762,2,2,170621,236216,502178,
38.31,2,server1,24,188155,779.8,223,0.643762,2,2,172609,236216,502178,
38019,2,server1,28,124007,779.8,223,0.643762,2,2,172318,236216,502178,
36127,2,server1,22,770.2,181425,224,0.731144,2,1,128249,948701,-28.9386,
36135,2,server1,26,770.2,123744,224,0.731144,2,1,128257,948701,-28.9386,
48297,2,server1,0,653594,779.8,225,1.1737,2,1,141428,655833,487905,
41296,2,server1,2,770.2,485032,225,1.1737,2,1,134427,655833,487905,
43273,2,server1,6,773.4,496492,225,1.1737,2,1,136404,655833,487905,
52185,2,server1,8,683226,776.6,225,1.1737,2,1,145316,655833,487905,
37.15,2,server1,10,770.2,367971,225,1.1737,2,1,130281,655833,487905,
64167,2,server1,12,711095,776.6,225,1.1737,2,1,157298,655833,487905,
39179,2,server1,14,770.2,369321,225,1.1737,2,1,132.31,655833,487905,
37186,2,server1,18,770.2,278063,225,1.1737,2,1,130317,655833,487905,
69283,2,server1,20,609079,779.8,225,1.1737,2,1,162414,655833,487905,
38291,2,server1,22,770.2,211765,225,1.1737,2,1,131422,655833,487905,
64.81,2,server1,24,587.03,779.8,225,1.1737,2,1,157941,655833,487905,
42258,2,server1,26,770.2,214738,225,1.1737,2,1,135389,655833,487905,
67213,2,server1,28,575159,776.6,225,1.1737,2,1,160344,655833,487905,
48712,2,server1,30,770.2,211381,225,1.1737,2,1,141843,655833,487905,
41296,2,server1,2,770.2,485032,226,1.44231,2,2,159437,800621,370096,
89142,2,server1,5,430593,773.4,226,1.27784,2,1,182279,281171,655665,
43273,2,server1,6,773.4,496492,226,1.44231,2,2,161414,800621,370096,
41.15,2,server1,8,502301,776.6,226,1.27784,2,1,134287,281171,655665,
