time,algoritimo,server,carId, CoordX, CoordY, idObj,SizeObj,obDetect,prioridadeVideo,deadline,coordObjX,coordObjY,
27262,2,server2,27,779.8,1519.87,109,1.48338,2,2,131425,614816,1434.76,
19171,2,server2,3,779.8,1362.94,110,2.47872,2,2,123341,705733,1270.37,
19184,2,server2,11,779.8,1457.41,110,2.47872,2,2,123354,705733,1270.37,
19278,2,server2,19,779.8,1519.87,110,2.47872,2,2,123448,705733,1270.37,
24234,2,server2,23,779.8,1518.62,110,2.47872,2,2,128404,705733,1270.37,
27262,2,server2,27,779.8,1519.87,110,2.47872,2,2,131432,705733,1270.37,
34754,2,server2,11,779.8,1251.8,111,1.40615,2,1,100925,1060,1144.99,
19189,2,server2,15,779.8,1503.08,112,0.874767,2,1,69373,1021.81,1555.4,
19278,2,server2,19,779.8,1519.87,112,0.874767,2,1,69462,1021.81,1555.4,
24234,2,server2,23,779.8,1518.62,112,0.874767,2,1,74418,1021.81,1555.4,
27262,2,server2,27,779.8,1519.87,112,0.874767,2,1,77446,1021.81,1555.4,
19.28,2,server2,3,779.8,1361.73,114,0.856061,2,1,76558,1026.13,1310.87,
19286,2,server2,11,779.8,1454.79,114,0.856061,2,1,76564,1026.13,1310.87,
21316,2,server2,15,779.8,1481.21,114,0.856061,2,1,78594,1026.13,1310.87,
30216,2,server2,23,779.8,1468.44,114,0.856061,2,1,87494,1026.13,1310.87,
19473,2,server2,1,1323.97,770.2,115,0.55692,2,2,127934,1396.78,912962,
103967,2,server2,4,1201.86,779.8,115,0.55692,2,2,212428,1396.78,912962,
19466,2,server2,5,1370.5,770.2,115,0.55692,2,2,127927,1396.78,912962,
91688,2,server2,8,1129.07,779.8,115,0.55692,2,2,200149,1396.78,912962,
19465,2,server2,9,1431.77,770.2,115,0.55692,2,2,127926,1396.78,912962,
23291,2,server2,21,1515.07,770.2,115,0.55692,2,2,131752,1396.78,912962,
66264,2,server2,0,903297,779.8,116,2.21739,2,2,180388,1111.11,601731,
20128,2,server2,1,1318.78,770.2,116,2.21739,2,2,134252,1111.11,601731,
103967,2,server2,4,1201.86,779.8,116,2.21739,2,2,218091,1111.11,601731,
63342,2,server2,8,867556,776.6,116,2.21739,2,2,177466,1111.11,601731,
25629,2,server2,9,1358.61,770.2,116,2.21739,2,2,139753,1111.11,601731,
92096,2,server2,12,1104.08,779.8,116,2.21739,2,2,206.22,1111.11,601731,
30837,2,server2,13,1358.36,770.2,116,2.21739,2,2,144961,1111.11,601731,
80651,2,server2,16,867849,776.6,116,2.21739,2,2,194775,1111.11,601731,
99052,2,server2,20,983173,779.8,116,2.21739,2,2,213176,1111.11,601731,
101676,2,server2,21,1358.76,770.2,116,2.21739,2,2,215.8,1111.11,601731,
85324,2,server2,24,895709,779.8,116,2.21739,2,2,199448,1111.11,601731,
95241,2,server2,28,1014.17,779.8,116,2.21739,2,2,209365,1111.11,601731,
20152,2,server2,1,1317.48,770.2,117,0.560388,2,2,141.3,1361.44,614927,
103967,2,server2,4,1201.86,779.8,117,0.560388,2,2,225115,1361.44,614927,
20.15,2,server2,5,1361.05,770.2,117,0.560388,2,2,141298,1361.44,614927,
86178,2,server2,8,1110.98,779.8,117,0.560388,2,2,207326,1361.44,614927,
105724,2,server2,12,1111.12,779.8,117,0.560388,2,2,226872,1361.44,614927,
20458,2,server2,13,1476.56,770.2,117,0.560388,2,2,141606,1361.44,614927,
23291,2,server2,21,1515.07,770.2,117,0.560388,2,2,144439,1361.44,614927,
69799,2,server2,0,915832,779.8,118,1.88253,2,2,190947,1215.37,787655,
20152,2,server2,1,1317.48,770.2,118,1.88253,2,2,141.3,1215.37,787655,
103967,2,server2,4,1201.86,779.8,118,1.88253,2,2,225115,1215.37,787655,
20.15,2,server2,5,1361.05,770.2,118,1.88253,2,2,141298,1215.37,787655,
72979,2,server2,8,916903,776.6,118,1.88253,2,2,194127,1215.37,787655,
92096,2,server2,12,1104.08,779.8,118,1.88253,2,2,213244,1215.37,787655,
20458,2,server2,13,1476.56,770.2,118,1.88253,2,2,141606,1215.37,787655,
90195,2,server2,16,916761,776.6,118,1.88253,2,2,211343,1215.37,787655,
99052,2,server2,20,983173,779.8,118,1.88253,2,2,220.2,1215.37,787655,
23.32,2,server2,21,1514.62,770.2,118,1.88253,2,2,144468,1215.37,787655,
90775,2,server2,24,916901,779.8,118,1.88253,2,2,211923,1215.37,787655,
95241,2,server2,28,1014.17,779.8,118,1.88253,2,2,216389,1215.37,787655,
22628,2,server2,11,779.8,1410.26,119,0.563537,2,1,89805,1019.52,1231.09,
26819,2,server2,15,779.8,1410.9,119,0.563537,2,1,93996,1019.52,1231.09,
34311,2,server2,23,779.8,1411.23,119,0.563537,2,1,101488,1019.52,1231.09,
20183,2,server2,3,779.8,1350.86,120,0.498179,2,1,69363,839012,1622.51,
20185,2,server2,15,779.8,1494.23,120,0.498179,2,1,69365,839012,1622.51,
20219,2,server2,19,779.8,1518.3,120,0.498179,2,1,69399,839012,1622.51,
24234,2,server2,23,779.8,1518.62,120,0.498179,2,1,73414,839012,1622.51,
27262,2,server2,27,779.8,1519.87,120,0.498179,2,1,76442,839012,1622.51,
20183,2,server2,3,779.8,1350.86,121,0.560426,2,1,69363,1045.54,1437.05,
20185,2,server2,15,779.8,1494.23,121,0.560426,2,1,69365,1045.54,1437.05,
20219,2,server2,19,779.8,1518.3,121,0.560426,2,1,69399,1045.54,1437.05,
24234,2,server2,23,779.8,1518.62,121,0.560426,2,1,73414,1045.54,1437.05,
27262,2,server2,27,779.8,1519.87,121,0.560426,2,1,76442,1045.54,1437.05,
20219,2,server2,19,779.8,1518.3,122,0.426991,2,2,140421,641257,1718.81,
24234,2,server2,23,779.8,1518.62,122,0.426991,2,2,144436,641257,1718.81,
27262,2,server2,27,779.8,1519.87,122,0.426991,2,2,147464,641257,1718.81,
66264,2,server2,0,903297,779.8,124,0.809337,1,2,186514,1077.03,997837,
103967,2,server2,4,1201.86,779.8,124,0.809337,1,2,224217,1077.03,997837,
26781,2,server2,5,1271.8,770.2,124,0.809337,1,2,147031,1077.03,997837,
67965,2,server2,8,875767,776.6,124,0.809337,1,2,188215,1077.03,997837,
51113,2,server2,11,779.8,1038.28,124,0.809337,1,2,171363,1077.03,997837,
92096,2,server2,12,1104.08,779.8,124,0.809337,1,2,212346,1077.03,997837,
55921,2,server2,15,779.8,1037.4,124,0.809337,1,2,176171,1077.03,997837,
81589,2,server2,16,874923,776.6,124,0.809337,1,2,201839,1077.03,997837,
99052,2,server2,20,983173,779.8,124,0.809337,1,2,219302,1077.03,997837,
61122,2,server2,23,779.8,1037.4,124,0.809337,1,2,181372,1077.03,997837,
85324,2,server2,24,895709,779.8,124,0.809337,1,2,205574,1077.03,997837,
95241,2,server2,28,1014.17,779.8,124,0.809337,1,2,215491,1077.03,997837,
53495,2,server2,29,1271.16,770.2,124,0.809337,1,2,173745,1077.03,997837,
20265,2,server2,11,779.8,1443.02,125,0.673895,2,1,87522,489121,1431.08,
20267,2,server2,15,779.8,1493.25,125,0.673895,2,1,87524,489121,1431.08,
22828,2,server2,19,779.8,1504.59,125,0.673895,2,1,90085,489121,1431.08,
26932,2,server2,23,779.8,1505.2,125,0.673895,2,1,94189,489121,1431.08,
30809,2,server2,27,779.8,1504.96,125,0.673895,2,1,98066,489121,1431.08,
20272,2,server2,3,779.8,1349.65,126,0.49635,2,2,140541,784.63,1475.62,
20.27,2,server2,11,779.8,1441.71,126,0.49635,2,2,140539,784.63,1475.62,
20278,2,server2,19,779.8,1518.3,126,0.49635,2,2,140547,784.63,1475.62,
24234,2,server2,23,779.8,1518.62,126,0.49635,2,2,144503,784.63,1475.62,
27262,2,server2,27,779.8,1519.87,126,0.49635,2,2,147531,784.63,1475.62,
20.67,2,server2,1,1309.71,770.2,127,1.75594,2,1,94318,1465.82,519875,
20655,2,server2,5,1359.69,770.2,127,1.75594,2,1,94303,1465.82,519875,
21579,2,server2,9,1409.36,770.2,127,1.75594,2,1,95227,1465.82,519875,
23291,2,server2,21,1515.07,770.2,127,1.75594,2,1,96939,1465.82,519875,
30163,2,server2,29,1518.59,770.2,127,1.75594,2,1,103811,1465.82,519875,
20.67,2,server2,1,1309.71,770.2,128,1.88579,2,1,94318,1273.48,888774,
20655,2,server2,5,1359.69,770.2,128,1.88579,2,1,94303,1273.48,888774,
21579,2,server2,9,1409.36,770.2,128,1.88579,2,1,95227,1273.48,888774,
23291,2,server2,21,1515.07,770.2,128,1.88579,2,1,96939,1273.48,888774,
30163,2,server2,29,1518.59,770.2,128,1.88579,2,1,103811,1273.48,888774,
23748,2,server2,11,779.8,1395.83,129,0.535075,2,1,90871,839922,1103.09,
27.91,2,server2,15,779.8,1396.8,129,0.535075,2,1,95033,839922,1103.09,
31029,2,server2,19,779.8,1395.68,129,0.535075,2,1,98152,839922,1103.09,
35412,2,server2,23,779.8,1395.89,129,0.535075,2,1,102535,839922,1103.09,
21135,2,server2,3,779.8,1338.77,130,2051,2,2,143259,948123,1343.67,
21128,2,server2,15,779.8,1484.72,130,2051,2,2,143252,948123,1343.67,
21133,2,server2,19,779.8,1515.03,130,2051,2,2,143257,948123,1343.67,
24234,2,server2,23,779.8,1518.62,130,2051,2,2,146358,948123,1343.67,
27262,2,server2,27,779.8,1519.87,130,2051,2,2,149386,948123,1343.67,
21231,2,server2,1,1309.71,770.2,131,0.616663,2,1,77.36,1154.54,575182,
23636,2,server2,9,1382.22,770.2,131,0.616663,2,1,79765,1154.54,575182,
21231,2,server2,1,1309.71,770.2,132,0.878824,2,1,77366,1162.14,701612,
21579,2,server2,9,1409.36,770.2,132,0.878824,2,1,77714,1162.14,701612,
21828,2,server2,13,1453.34,770.2,132,0.878824,2,1,77963,1162.14,701612,
52488,2,server2,21,1453.3,770.2,132,0.878824,2,1,108623,1162.14,701612,
21231,2,server2,1,1309.71,770.2,133,0.52681,1,1,85369,1347.83,864308,
21141,2,server2,5,1347.53,770.2,133,0.52681,1,1,85279,1347.83,864308,
21579,2,server2,9,1409.36,770.2,133,0.52681,1,1,85717,1347.83,864308,
23291,2,server2,21,1515.07,770.2,133,0.52681,1,1,87429,1347.83,864308,
21231,2,server2,1,1309.71,770.2,134,0.977403,2,1,85369,1391.06,871535,
21141,2,server2,5,1347.53,770.2,134,0.977403,2,1,85279,1391.06,871535,
21579,2,server2,9,1409.36,770.2,134,0.977403,2,1,85717,1391.06,871535,
23291,2,server2,21,1515.07,770.2,134,0.977403,2,1,87429,1391.06,871535,
30163,2,server2,29,1518.59,770.2,134,0.977403,2,1,94301,1391.06,871535,
21204,2,server2,11,779.8,1429.91,135,1.22591,2,1,88345,526.97,1540.79,
21144,2,server2,15,779.8,1483.57,135,1.22591,2,1,88285,526.97,1540.79,
21152,2,server2,19,779.8,1515.03,135,1.22591,2,1,88293,526.97,1540.79,
24234,2,server2,23,779.8,1518.62,135,1.22591,2,1,91375,526.97,1540.79,
27262,2,server2,27,779.8,1519.87,135,1.22591,2,1,94403,526.97,1540.79,
21151,2,server2,3,779.8,1338.77,136,0.791317,2,2,130295,1009.65,1403.35,
21204,2,server2,11,779.8,1429.91,136,0.791317,2,2,130348,1009.65,1403.35,
21152,2,server2,19,779.8,1515.03,136,0.791317,2,2,130296,1009.65,1403.35,
24234,2,server2,23,779.8,1518.62,136,0.791317,2,2,133378,1009.65,1403.35,
27262,2,server2,27,779.8,1519.87,136,0.791317,2,2,136406,1009.65,1403.35,
21157,2,server2,3,779.8,1338.77,137,0.562052,2,2,108309,757.12,1215.86,
21204,2,server2,11,779.8,1429.91,137,0.562052,2,2,108356,757.12,1215.86,
21156,2,server2,15,779.8,1483.57,137,0.562052,2,2,108308,757.12,1215.86,
25336,2,server2,23,779.8,1514.41,137,0.562052,2,2,112488,757.12,1215.86,
21158,2,server2,19,779.8,1515.03,138,0.857467,2,2,130314,544644,1678.55,
24234,2,server2,23,779.8,1518.62,138,0.857467,2,2,133.39,544644,1678.55,
27262,2,server2,27,779.8,1519.87,138,0.857467,2,2,136418,544644,1678.55,
21276,2,server2,15,779.8,1482.4,139,2.48702,2,2,108551,511076,1607.7,
24234,2,server2,23,779.8,1518.62,139,2.48702,2,2,111509,511076,1607.7,
27262,2,server2,27,779.8,1519.87,139,2.48702,2,2,114537,511076,1607.7,
21471,2,server2,5,1343.48,770.2,140,1.01684,2,2,114934,1481.65,1030.35,
21579,2,server2,9,1409.36,770.2,140,1.01684,2,2,115042,1481.65,1030.35,
21474,2,server2,13,1459.68,770.2,140,1.01684,2,2,114937,1481.65,1030.35,
23291,2,server2,21,1515.07,770.2,140,1.01684,2,2,116754,1481.65,1030.35,
30163,2,server2,29,1518.59,770.2,140,1.01684,2,2,123626,1481.65,1030.35,
21582,2,server2,13,1456.51,770.2,141,0.674668,2,2,113161,1628.35,976.42,
23291,2,server2,21,1515.07,770.2,141,0.674668,2,2,114.87,1628.35,976.42,
22132,2,server2,15,779.8,1471.18,142,0.96904,2,1,100245,822155,1684.18,
22145,2,server2,19,779.8,1509.57,142,0.96904,2,1,100258,822155,1684.18,
24234,2,server2,23,779.8,1518.62,142,0.96904,2,1,102347,822155,1684.18,
27262,2,server2,27,779.8,1519.87,142,0.96904,2,1,105375,822155,1684.18,
24234,2,server2,23,779.8,1518.62,143,1086,2,2,120366,1056.3,1630.88,
27262,2,server2,27,779.8,1519.87,143,1086,2,2,123394,1056.3,1630.88,
103352,2,server2,6,773.4,834212,144,1.51767,1,2,228.49,577971,1061.45,
32.36,2,server2,11,779.8,1283.23,144,1.51767,1,2,157498,577971,1061.45,
22148,2,server2,15,779.8,1471.18,145,0.446424,2,1,72293,1039.77,1578.47,
24234,2,server2,23,779.8,1518.62,145,0.446424,2,1,74379,1039.77,1578.47,
27262,2,server2,27,779.8,1519.87,145,0.446424,2,1,77407,1039.77,1578.47,
73783,2,server2,0,975821,779.8,146,0.677971,2,2,156941,1107.67,510462,
24642,2,server2,1,1256.57,770.2,146,0.677971,2,2,107.8,1107.67,510462,
27851,2,server2,5,1256.93,770.2,146,0.677971,2,2,111009,1107.67,510462,
76427,2,server2,8,969532,776.6,146,0.677971,2,2,159585,1107.67,510462,
57755,2,server2,29,1256.63,770.2,146,0.677971,2,2,140913,1107.67,510462,
22253,2,server2,19,779.8,1508.92,147,2.24525,2,2,118504,500327,1559.65,
24234,2,server2,23,779.8,1518.62,147,2.24525,2,2,120485,500327,1559.65,
27262,2,server2,27,779.8,1519.87,147,2.24525,2,2,123513,500327,1559.65,
22372,2,server2,1,1288.95,770.2,148,0.53583,2,2,145743,1430.95,582009,
105.07,2,server2,4,1205.49,779.8,148,0.53583,2,2,228441,1430.95,582009,
22373,2,server2,9,1397.53,770.2,148,0.53583,2,2,145744,1430.95,582009,
22403,2,server2,13,1451.24,770.2,148,0.53583,2,2,145774,1430.95,582009,
23291,2,server2,21,1515.07,770.2,148,0.53583,2,2,146662,1430.95,582009,
66264,2,server2,0,903297,779.8,149,1.22692,2,2,189.64,1075.85,1010.09,
24734,2,server2,1,1255.28,770.2,149,1.22692,2,2,148.11,1075.85,1010.09,
103967,2,server2,4,1201.86,779.8,149,1.22692,2,2,227343,1075.85,1010.09,
70134,2,server2,8,888935,776.6,149,1.22692,2,2,193.51,1075.85,1010.09,
59.95,2,server2,9,1255.93,770.2,149,1.22692,2,2,183326,1075.85,1010.09,
92096,2,server2,12,1104.08,779.8,149,1.22692,2,2,215472,1075.85,1010.09,
54321,2,server2,15,779.8,1057.91,149,1.22692,2,2,177697,1075.85,1010.09,
87251,2,server2,16,887636,776.6,149,1.22692,2,2,210627,1075.85,1010.09,
59364,2,server2,19,776.6,1026.7,149,1.22692,2,2,182.74,1075.85,1010.09,
99052,2,server2,20,983173,779.8,149,1.22692,2,2,222428,1075.85,1010.09,
59698,2,server2,23,779.8,1058.32,149,1.22692,2,2,183074,1075.85,1010.09,
85324,2,server2,24,895709,779.8,149,1.22692,2,2,208.7,1075.85,1010.09,
63067,2,server2,27,776.6,1030.66,149,1.22692,2,2,186443,1075.85,1010.09,
95241,2,server2,28,1014.17,779.8,149,1.22692,2,2,218617,1075.85,1010.09,
57768,2,server2,29,1255.19,770.2,149,1.22692,2,2,181144,1075.85,1010.09,
66408,2,server2,0,906081,779.8,150,1.52453,2,1,138965,1161.89,624202,
22557,2,server2,5,1328.59,770.2,150,1.52453,2,1,95114,1161.89,624202,
22573,2,server2,9,1396.35,770.2,150,1.52453,2,1,95.13,1161.89,624202,
26167,2,server2,13,1423.8,770.2,150,1.52453,2,1,98724,1161.89,624202,
68277,2,server2,21,1423.04,770.2,150,1.52453,2,1,140834,1161.89,624202,
23133,2,server2,3,779.8,1314.62,151,2.63574,2,2,152.25,839183,1510.54,
23133,2,server2,11,779.8,1405.01,151,2.63574,2,2,152.25,839183,1510.54,
23124,2,server2,15,779.8,1458.37,151,2.63574,2,2,152241,839183,1510.54,
24234,2,server2,23,779.8,1518.62,151,2.63574,2,2,153351,839183,1510.54,
27262,2,server2,27,779.8,1519.87,151,2.63574,2,2,156379,839183,1510.54,
23131,2,server2,19,779.8,1502.17,152,0.806622,2,2,106261,976984,1652.13,
24234,2,server2,23,779.8,1518.62,152,0.806622,2,2,107364,976984,1652.13,
27262,2,server2,27,779.8,1519.87,152,0.806622,2,2,110392,976984,1652.13,
23134,2,server2,3,779.8,1314.62,153,1.10467,2,2,158267,1016.42,1159.67,
32.13,2,server2,15,779.8,1342.9,153,1.10467,2,2,167263,1016.42,1159.67,
34515,2,server2,19,779.8,1343.81,153,1.10467,2,2,169648,1016.42,1159.67,
23163,2,server2,1,1277.29,770.2,154,1.02726,2,1,102306,1419.17,887247,
23144,2,server2,5,1321.81,770.2,154,1.02726,2,1,102287,1419.17,887247,
23358,2,server2,13,1451.24,770.2,154,1.02726,2,1,102501,1419.17,887247,
23291,2,server2,21,1515.07,770.2,154,1.02726,2,1,102434,1419.17,887247,
30163,2,server2,29,1518.59,770.2,154,1.02726,2,1,109306,1419.17,887247,
23149,2,server2,11,779.8,1403.69,155,0.947203,2,1,87294,809.39,1373.73,
23147,2,server2,15,779.8,1458.37,155,0.947203,2,1,87292,809.39,1373.73,
23147,2,server2,19,779.8,1502.17,155,0.947203,2,1,87292,809.39,1373.73,
24234,2,server2,23,779.8,1518.62,155,0.947203,2,1,88379,809.39,1373.73,
27262,2,server2,27,779.8,1519.87,155,0.947203,2,1,91407,809.39,1373.73,
23155,2,server2,3,779.8,1314.62,156,1.90445,2,2,158304,549673,1321.44,
23152,2,server2,15,779.8,1458.37,156,1.90445,2,2,158301,549673,1321.44,
23152,2,server2,19,779.8,1502.17,156,1.90445,2,2,158301,549673,1321.44,
25514,2,server2,23,779.8,1513.45,156,1.90445,2,2,160663,549673,1321.44,
25041,2,server2,11,779.8,1378.79,157,1.39173,2,1,89202,844389,1087.03,
32.25,2,server2,19,779.8,1377.88,157,1.39173,2,1,96411,844389,1087.03,
23163,2,server2,5,1320.46,770.2,158,2.43484,2,1,103326,1395.78,880401,
23164,2,server2,9,1388.11,770.2,158,2.43484,2,1,103327,1395.78,880401,
23358,2,server2,13,1451.24,770.2,158,2.43484,2,1,103521,1395.78,880401,
23291,2,server2,21,1515.07,770.2,158,2.43484,2,1,103454,1395.78,880401,
30163,2,server2,29,1518.59,770.2,158,2.43484,2,1,110326,1395.78,880401,
66264,2,server2,0,903297,779.8,159,0.685069,2,2,170428,1093.96,871562,
23168,2,server2,1,1276,770.2,159,0.685069,2,2,127332,1093.96,871562,
103967,2,server2,4,1201.86,779.8,159,0.685069,2,2,208131,1093.96,871562,
63332,2,server2,8,865908,776.6,159,0.685069,2,2,167496,1093.96,871562,
24694,2,server2,9,1375.14,770.2,159,0.685069,2,2,128858,1093.96,871562,
92096,2,server2,12,1104.08,779.8,159,0.685069,2,2,196.26,1093.96,871562,
76394,2,server2,16,860763,776.6,159,0.685069,2,2,180558,1093.96,871562,
99052,2,server2,20,983173,779.8,159,0.685069,2,2,203216,1093.96,871562,
88253,2,server2,21,1375.14,770.2,159,0.685069,2,2,192417,1093.96,871562,
85324,2,server2,24,895709,779.8,159,0.685069,2,2,189488,1093.96,871562,
95241,2,server2,28,1014.17,779.8,159,0.685069,2,2,199405,1093.96,871562,
66264,2,server2,0,903297,779.8,160,1.70154,2,1,145456,1108.53,960563,
23196,2,server2,1,1276,770.2,160,1.70154,2,1,102388,1108.53,960563,
23.2,2,server2,5,1320.46,770.2,160,1.70154,2,1,102392,1108.53,960563,
67923,2,server2,8,872.48,776.6,160,1.70154,2,1,147115,1108.53,960563,
35986,2,server2,13,1329.87,770.2,160,1.70154,2,1,115178,1108.53,960563,
52.37,2,server2,29,1327.03,770.2,160,1.70154,2,1,131562,1108.53,960563,
23292,2,server2,9,1386.94,770.2,161,0.82592,2,2,124583,1665.07,851155,
23358,2,server2,13,1451.24,770.2,161,0.82592,2,2,124649,1665.07,851155,
24137,2,server2,11,779.8,1390.59,162,0.652897,2,2,134.27,696772,1646.54,
24.14,2,server2,19,779.8,1493.81,162,0.652897,2,2,134273,696772,1646.54,
24234,2,server2,23,779.8,1518.62,162,0.652897,2,2,134367,696772,1646.54,
27262,2,server2,27,779.8,1519.87,162,0.652897,2,2,137395,696772,1646.54,
24.14,2,server2,3,779.8,1302.54,163,0.679517,2,1,105277,863116,1476.13,
24138,2,server2,15,779.8,1445.55,163,0.679517,2,1,105275,863116,1476.13,
24.14,2,server2,19,779.8,1493.81,163,0.679517,2,1,105277,863116,1476.13,
24234,2,server2,23,779.8,1518.62,163,0.679517,2,1,105371,863116,1476.13,
27262,2,server2,27,779.8,1519.87,163,0.679517,2,1,108399,863116,1476.13,
24.14,2,server2,3,779.8,1302.54,164,0.681457,2,2,134279,1022.31,1462,
24143,2,server2,11,779.8,1390.59,164,0.681457,2,2,134282,1022.31,1462,
24.14,2,server2,19,779.8,1493.81,164,0.681457,2,2,134279,1022.31,1462,
24234,2,server2,23,779.8,1518.62,164,0.681457,2,2,134373,1022.31,1462,
27262,2,server2,27,779.8,1519.87,164,0.681457,2,2,137401,1022.31,1462,
104873,2,server2,6,773.4,882957,165,0.566617,2,2,223024,544097,1075.45,
34035,2,server2,11,779.8,1260.97,165,0.566617,2,2,152186,544097,1075.45,
24234,2,server2,23,779.8,1518.62,166,1.82617,2,2,154392,576832,1714.52,
27262,2,server2,27,779.8,1519.87,166,1.82617,2,2,157.42,576832,1714.52,
24167,2,server2,11,779.8,1390.59,167,0.936655,1,2,142329,931.55,1198.61,
24163,2,server2,15,779.8,1445.55,167,0.936655,1,2,142325,931.55,1198.61,
26911,2,server2,19,779.8,1456.43,167,0.936655,1,2,145073,931.55,1198.61,
31067,2,server2,23,779.8,1457.29,167,0.936655,1,2,149229,931.55,1198.61,
24243,2,server2,3,779.8,1301.33,168,1.74847,2,1,80477,930.58,1429.02,
24239,2,server2,11,779.8,1389.28,168,1.74847,2,1,80473,930.58,1429.02,
24237,2,server2,15,779.8,1444.26,168,1.74847,2,1,80471,930.58,1429.02,
24237,2,server2,19,779.8,1491.75,168,1.74847,2,1,80471,930.58,1429.02,
27262,2,server2,27,779.8,1519.87,168,1.74847,2,1,83496,930.58,1429.02,
24296,2,server2,1,1261.77,770.2,169,0.929929,2,2,132585,1397.68,993084,
103967,2,server2,4,1201.86,779.8,169,0.929929,2,2,212256,1397.68,993084,
24294,2,server2,5,1308.3,770.2,169,0.929929,2,2,132583,1397.68,993084,
24348,2,server2,13,1450.18,770.2,169,0.929929,2,2,132637,1397.68,993084,
24319,2,server2,21,1514.15,770.2,169,0.929929,2,2,132608,1397.68,993084,
93099,2,server2,0,1027.42,779.8,170,1.72174,2,2,188423,1192.78,531245,
24325,2,server2,5,1308.3,770.2,170,1.72174,2,2,119649,1192.78,531245,
76825,2,server2,8,1020.52,776.6,170,1.72174,2,2,172149,1192.78,531245,
25202,2,server2,9,1373.95,770.2,170,1.72174,2,2,120526,1192.78,531245,
92096,2,server2,12,1104.08,779.8,170,1.72174,2,2,187.42,1192.78,531245,
93395,2,server2,16,1021.51,776.6,170,1.72174,2,2,188719,1192.78,531245,
88342,2,server2,21,1373.88,770.2,170,1.72174,2,2,183666,1192.78,531245,
24497,2,server2,9,1376.32,770.2,171,0.436148,2,1,85.95,1442.73,521042,
24528,2,server2,13,1450.18,770.2,171,0.436148,2,1,85981,1442.73,521042,
24544,2,server2,21,1514.15,770.2,171,0.436148,2,1,85997,1442.73,521042,
26622,2,server2,1,1230.68,770.2,172,0.578424,2,1,88075,1008.42,569728,
60293,2,server2,9,1231.16,770.2,172,0.578424,2,1,121746,1008.42,569728,
61626,2,server2,29,1231.18,770.2,172,0.578424,2,1,123079,1008.42,569728,
24538,2,server2,5,1301.54,770.2,173,1.76641,1,2,120076,1467.19,671752,
24547,2,server2,9,1376.32,770.2,173,1.76641,1,2,120085,1467.19,671752,
24653,2,server2,13,1450.18,770.2,173,1.76641,1,2,120191,1467.19,671752,
24544,2,server2,21,1514.15,770.2,173,1.76641,1,2,120082,1467.19,671752,
30163,2,server2,29,1518.59,770.2,173,1.76641,1,2,125701,1467.19,671752,
24986,2,server2,15,779.8,1435.28,174,2.52216,1,1,81964,734702,1724.4,
24982,2,server2,19,779.8,1483.91,174,2.52216,1,1,81.96,734702,1724.4,
27262,2,server2,27,779.8,1519.87,174,2.52216,1,1,84.24,734702,1724.4,
25.08,2,server2,11,779.8,1378.79,175,0.805527,2,2,134159,841575,1602.54,
25081,2,server2,15,779.8,1434,175,0.805527,2,2,134.16,841575,1602.54,
25115,2,server2,19,779.8,1482.71,175,0.805527,2,2,134194,841575,1602.54,
27262,2,server2,27,779.8,1519.87,175,0.805527,2,2,136341,841575,1602.54,
25129,2,server2,11,779.8,1378.79,176,0.559364,2,1,81249,972909,1350.98,
25164,2,server2,15,779.8,1434,176,0.559364,2,1,81284,972909,1350.98,
25122,2,server2,19,779.8,1481.48,176,0.559364,2,1,81242,972909,1350.98,
25336,2,server2,23,779.8,1514.41,176,0.559364,2,1,81456,972909,1350.98,
27262,2,server2,27,779.8,1519.87,176,0.559364,2,1,83382,972909,1350.98,
25131,2,server2,3,779.8,1290.49,177,0.571264,2,2,146258,482466,1275.9,
34334,2,server2,15,779.8,1314.66,177,0.571264,2,2,155461,482466,1275.9,
25131,2,server2,3,779.8,1290.49,178,1.59233,2,1,108.26,798708,1278.76,
25164,2,server2,15,779.8,1434,178,1.59233,2,1,108293,798708,1278.76,
25137,2,server2,19,779.8,1481.48,178,1.59233,2,1,108266,798708,1278.76,
25336,2,server2,23,779.8,1514.41,178,1.59233,2,1,108465,798708,1278.76,
27262,2,server2,27,779.8,1519.87,178,1.59233,2,1,110391,798708,1278.76,
25131,2,server2,3,779.8,1290.49,179,1.60327,2,1,108.26,1048.49,1210.24,
32.13,2,server2,15,779.8,1342.9,179,1.60327,2,1,115259,1048.49,1210.24,
34.63,2,server2,19,779.8,1342.34,179,1.60327,2,1,117759,1048.49,1210.24,
66264,2,server2,0,903297,779.8,180,1.33187,1,2,162396,956282,778529,
77265,2,server2,2,770.2,763599,180,1.33187,1,2,173397,956282,778529,
27.93,2,server2,5,1255.57,770.2,180,1.33187,1,2,124062,956282,778529,
88597,2,server2,6,773.4,763599,180,1.33187,1,2,184729,956282,778529,
63332,2,server2,8,865908,776.6,180,1.33187,1,2,159464,956282,778529,
59.95,2,server2,9,1255.93,770.2,180,1.33187,1,2,156082,956282,778529,
52431,2,server2,11,779.8,1019.95,180,1.33187,1,2,148563,956282,778529,
92096,2,server2,12,1104.08,779.8,180,1.33187,1,2,188228,956282,778529,
57212,2,server2,15,779.8,1020.73,180,1.33187,1,2,153344,956282,778529,
76394,2,server2,16,860763,776.6,180,1.33187,1,2,172526,956282,778529,
59483,2,server2,19,776.6,1017.8,180,1.33187,1,2,155615,956282,778529,
